Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production
Harbour Brothers,2004,"35, 10402","Finland in the 50s saw a time where boats from all over the world docked in the harbor city of Kotka. In addition to transporting goods, the sailors brought with them another import: jazz, swing and blues. A tale of music-loving, fearless and passionate young men decide to open Fennia, a jazz bar. Soon Fennia achieves legendary status and the men; the Harbour Brothers, play their music and hold court like emperors.",fi,https://image.tmdb.org/t/p/w500/trrdTZrH02dTS4qMuBdVe4L6cV1.jpg,6,Pekka Mandart,Mandart Entertainment
Baober in Love,2004,"18, 9648, 10749","Liu Zhi, a young man, depressed and trapped in a loveless marriage with a dominating girl, meets Baober (an ageless young girl) on a Beijing street one day. They fall in love and start to live a strange, mysterious life....",zh,https://image.tmdb.org/t/p/w500/hLPLu9mTldc9GWV48WlEEOZpX3V.jpg,5.6,Li Shaohong,
Manasarovar,2004,18,"Kerala-based George Nair is an efficiency expert who travels to Pune to provide a report on downsizing. He is met with the firm's Vice-President, Malathy Chandran, and must come up with a plan to let go a number of employees. Both spend time together and Malathy confides how she had exchanged matrimonial correspondence with another male from Kerala, while George describes his family, his Hindu mother and Christian father, and his elder brother who has been missing for two months. Neither are aware that George's brother, and the male that Malathy refers to, is one and the same. Will they find out his whereabouts?",hi,https://image.tmdb.org/t/p/w500/fm0IGcGFVWXz1wn0YCGZVoYptpy.jpg,0,Anup Kurian,
"In-Laws, Out-Laws",2004,35,"An ensemble comedy centering on a family's hijinks around Lunar New Year, based on a hit television show.",cn,https://image.tmdb.org/t/p/w500/oDJ1FAEk9LLEE1INY32ulAv94JG.jpg,0,Clifton Ko Chi-Sum,Mandarin Films
Summer Clouds,2004,18,"Daniel, Ana, and their little boy, Manuel travel from Madrid to a resort on the Costa Brava for the summer. Ana runs into Marta, a local shopgirl whom she's met on previous visits. Marta introduces Ana to her cousin, Robert, who runs an antique shop. Robert is immediately attracted to Ana. Marta tells him that Ana is happily married, and confesses that she has a crush on Ana's husband, Daniel. Robert, intrigued, makes a pact with Marta. Robert will help Marta seduce Daniel if she will help Robert seduce Ana. One night, the cousins cunningly arrange to separate the couple, and some serious flirtation ensues. While Marta, casually dates a local surfer, Tomás, begins to have second thoughts, Robert grows more obsessed with the couple. He befriends Daniel and peppers him with questions about the strength of his nine-year marriage.",es,https://image.tmdb.org/t/p/w500/eGipY2xtJA7YOltkqmwJj8MVSY2.jpg,5.4,Felipe Vega,
Original Child Bomb,2004,99,"Inspired by Thomas Merton's poem, ORIGINAL CHILD BOMB shows the human cost of nuclear weapons. The bombings of Hiroshima and Nagasaki are depicted through declassified footage, photographs, drawings and testimonies of mothers, brothers and soldiers. Ordinary people gaze upon the nuclear past and its terrifying present.",en,N/A,8,Carey McKenzie,
Rock Star,1996,,"Heaven Scent, an agoraphobic rock star, is preparing for a big show at Madison Square Garden as a calvacade of transsexuals, punk rockers on motorbikes, rival musicians, and a dominatrix and her Russian muscle slave, drop by her loft.",en,N/A,0,Ned Ambler,
"Saigon, U.S.A",2004,99,"Since the fall of Saigon in 1975, Vietnamese refugees have built the largest Vietnamese community outside of Vietnam, in Orange County, California. In 1999, ""Little Saigon"" burst onto the national stage when a store owner displayed a poster of Ho Chi Minh, triggering protests by Vietnamese Americans struggling to reconcile their past demons with their present lives. Saigon, U.S.A. uses this moment to examine this community's changing identity and growing empowerment.",en,https://image.tmdb.org/t/p/w500/eiyMkh4Xygh645mkuw1EKuLhv2K.jpg,0,Lindsey Jang,"ITVS, Center for Asian American Media (CAAM)"
Singles,2004,"18, 35",An eye-opening look at three single females who are looking for a different kind of Mr. Right. One is looking for a man who will marry her despite her having a child from a previous fling; one is a clueless bombshell who thinks the only way to nab a guy is to go to bed with him; and the last single believes the only way to catch a rich guy is to be rich herself.,tl,N/A,0,Mac Alejandre,Regal Entertainment Inc.
Star Spangled to Death,2004,99,"An examination of the history of the U.S. through archival footage and contrasting views of society, incorporating audiovisual material ranging from political campaign films to animated cartoons to children’s phonograph records, featuring Al Jolson, Mickey Mouse, the young Jack Smith, and a half-dozen American presidents.",en,https://image.tmdb.org/t/p/w500/1SshlLXCfFgqX9iJLtwPuAYh4Bx.jpg,7.5,Ken Jacobs,
Tempesta,2004,,"An American art appraiser, Patrick Donovan, is sent to Venice to evaluate three paintings belonging to the famous Galleria dell'Accademia.",en,https://image.tmdb.org/t/p/w500/sw4ZLN4YKq8rKXdX21nUNxi2nY6.jpg,5.3,Tim Disney,Kasander (Tempesta) Productions Ltd
University Heights,2004,18,"A feature film that boasts a sweeping ensemble cast in the story of four lives on a college campus - a drug-dealing professor, a teacher struggling with his homosexuality, a drug-abusing student, and a bigot trying to escape his hateful tendencies. Chronicled with tales of love, loss, abuse, and frayed relationships, University Heights is ultimately a story of redemption.",en,N/A,0,Scott Beck,
Woh,2004,"53, 80, 18","Job-hunting, on his way from Goa to Mahabuleshwar , Shekhar Kapoor ends up at Laila's Bar, is mistaken for a contract killer by Pratap Singh and Laila, and is instructed to kill Sonali, ...",hi,https://image.tmdb.org/t/p/w500/uuqQVnxPHwOLLhWs95ybi8EXjh0.jpg,0,Raj N. Sippy,
Throw Down,2004,"18, 28",A former Judo champion is given the chance to redeem himself after he befriends a competitor and an aspiring singer.,cn,https://image.tmdb.org/t/p/w500/s1YNISzxpfbIx2noLvd3tEt7FWV.jpg,6.8,Johnnie To,Milkyway Image
Alesha Popovich and Tugarin the Dragon,2004,"16, 35, 10751, 14","Alesha Popovich has to catch Tugarin Zmey and bring back the stolen money with the help of a talking Horse (which talks all the time and has an opinion on everything), a wise granny, a donkey and a beauty Lyubava.",ru,https://image.tmdb.org/t/p/w500/6TbmALbiJNDsEGAmse0Yzp4PDjF.jpg,6.9,Konstantin Bronzit,"CTB Film Company, Melnitsa Animation Studio"
Everyone Just Disappears,2004,99,"Six new Swedish directors give us their views of the big day when school is finally over. A documentary that follows 24 hours of five students from different parts of Sweden as they prepare for and celebrate their big day. The day when you step out into the real world, the grown-up's world.",sv,https://image.tmdb.org/t/p/w500/jd6DwNd1Y5RezP5732X6g2PDqdo.jpg,0,Kajsa Blomgren Eldin,
Basse Normandie,2004,99,"Basse Normandie is based on actual events. Protagonists Simon Reggiani and Patricia Mazuy are also husband and wife in real life. They filmed the creation of one of Simon’s plays, and then reenacted some of the events surrounding it. Simon prepares for a one-man show that he will perform largely on horseback, including dressage. The local government of the region hopes to use the play to improve its image; with government’s support, it’s decided that Simon will perform the play before an audience of over 1,700 farmers during an agricultural congress in Paris. The director of a large stud farm provides Simon with rehearsal space. What follows is the path that Reggiani had to take in order to create his performance — a path filled with obstacles ranging from uncooperative stable staff and a grumpy horse to vocal problems. An intriguing and occasionally absurd mixture of filmed theater, a making-of documentary, mockumentary and dressage lesson.",fr,https://image.tmdb.org/t/p/w500/hoERqM71nxA8xUkaduYKLWI34vq.jpg,5,Patricia Mazuy,
Bunshinsaba: Ouija Board,2004,27,"Yu-jin and her blind mother move to a small village from Seoul. On her first day at the new school, Yu-jin gets picked on by her classmates. Along with other victims of hatred, Yu-jin puts a curse on the four girls tormenting them through a Ouija Board. On her second day at school, one of the spellbound bursts into flames and dies just as she sits down where Yu-jin used the board. Next day, another victim burns to death, and now the school is enclosed by horror.",ko,https://image.tmdb.org/t/p/w500/24DnruFa2Jr5j9ay6J7XiI8GOvv.jpg,6.1,Ahn Byeong-ki,
The Man Who Kept Silent,2005,"53, 27","A web-designer receives a letter that says that he must keep silent, beginning with the next Saturday. By the time Saturday comes, the poor designer totally forgets about the weird letter.",ru,https://image.tmdb.org/t/p/w500/8aDgPs66tJatDHbs5glgrI2SRu7.jpg,0,Pavel Ruminov,"Central Partnership, Pro-Cinema Production"
Ciudad de perros,2004,,,es,N/A,5,N/A,
Crazy Legs Conti: Zen and the Art of Competitive Eating,2004,99,"Crazy Legs Conti is an eccentric New York window washer, nude model and sperm donor, and huge fan of the annual July 4th hot dog eating competition. When he casually breaks the world oyster eating record in New Orleans, he decides to dedicate himself to fulfilling his lifelong dream of becoming a professional competitive eater.",en,https://image.tmdb.org/t/p/w500/doUkrvi23WC1hWetD16jWZ96qEH.jpg,7.5,Danielle Franco,Oyster Productions
Desnudos,2004,"18, 10749","A gentle artist contends with his cheating girlfriend, and an innocent girl longs to break free from an abusive relationship. When fate brings these two lovelorn people together, true love finally blossoms.",es,https://image.tmdb.org/t/p/w500/aQxFkCD7InROJiY0NjytLvQI242.jpg,3.7,Enrique Gómez Vadillo,"Instituto Mexicano de Cinematografía, FIDECINE"
Forest Guard,2004,"28, 10749","In the hunting lodge on the outskirts of one-of-a-kind natural reserve lives game warden, Vasily Klintsov (Igor Lifanov), a young former captain from the special task force. A rich German businessman, in the company of the governor, comes to the nearby small town for hunting. Wild boar hunting is a risky and dangerous business. In addition, as ill luck would have it, a very dangerous criminal escapes from the closely located nearby maximum security penal colony. The hunt should be canceled. But the stakes for the bureaucrats are too high - the 'money bag' is prepared to invest in several large projects. Relying on the traditional Russian blind trust in sheer luck, the governor gives his OK for the hunt.",ru,https://image.tmdb.org/t/p/w500/51HDh4yfgSPBaZhh4sMZQNIxwX9.jpg,5,Alexander Tsatsuev,Sverdlovsk Film Studio
He Was Cool,2004,"10749, 35","When high school girl Han Ye-won finds an offensive note on the internet school board left by arrogant Ji Eun-seong from vocational school, she replies even more offensively. She doesn't know he's hot-tempered and well-known as a bully. So when Ji Eun-seong starts looking for her to teach her a lesson, Han Ye-won realizes how big her mistake was.",ko,https://image.tmdb.org/t/p/w500/eTlkvJm1VPvwaFzuwKQDs61vHfy.jpg,6.6,Lee Hwan-kyung,BM Entertainment
Ghar Grihasti,2004,"10402, 18","Young, attractive, and compassionate Janki Deshmukh lives in a small flat with her elderly mom, Basanti; her disabled father who is awaiting a Court decision for compensation for losing his left arm; brother Mangesh who is busy looking for a job; younger sister, Sharuvir alias Sharu; and a physically handicapped brother, Banthu. She works as a Receptionist, with an employer, Jagdish, who secretly adores her.",hi,https://image.tmdb.org/t/p/w500/yJpxCj4Ujv1SIVjaPK1xqWRGMrb.jpg,0,Mahesh Tilekar,A.M.K. International
Hotel,2004,"27, 18, 9648","When Irene takes a position at a hotel deep in the woods of the Austrian Alps, she soon discovers the girl she replaced vanished without a trace.",de,https://image.tmdb.org/t/p/w500/5ppNGbpqXt6QPMHWSPE8AhKeN2k.jpg,5.7,Jessica Hausner,"Essential Filmproduktion, ARTE, ZDF, ORF, WDR, Coop99 Filmproduktion"
Yesterday Once More,2004,"35, 10749, 80","Mr. and Mrs. To are wealthy, creative jewel thieves who divorce for no apparent reason after a successful diamond heist. A year later, she's engaged to the son of a rich woman who begrudgingly lets her son give his fiancée a family heirloom after she signs a pre-nup.",cn,https://image.tmdb.org/t/p/w500/mAZqexxUU4BUR2dd96eaQirlJeB.jpg,6.3,Johnnie To,"Milkyway Image, Sil-Metropole Organisation, Media Asia Films"
Jelly Dolly,2004,27,"The story of a woman who's inability to end a relationship causes her belly button to mutate, not to mention her mind.",en,https://image.tmdb.org/t/p/w500/raRYc3o8sPGQ5P6hxHldoGsTvaA.jpg,0,Susannah Gent,
Joe Strummer & The Mescaleros: Let's Rock Again!,2004,"99, 10402",LET'S ROCK AGAIN! is a one-hour music documentary following rock icon Joe Strummer as he tours across America and Japan.,en,https://image.tmdb.org/t/p/w500/w6M4L33Pw3EVgPfsc6WnHN6WCEy.jpg,7,Dick Rude,
Countdown,2004,"28, 12, 80","A terrorist organization known as ""Ansar Allah"" is preparing to turn the city of Rome into a City of the Dead. But the heroism of Smolin, the professionalism of Catherine Stone, and the help of Umar together with the cooperation of Russian and Western special forces will save the world from evil terrorists.",ru,https://image.tmdb.org/t/p/w500/v1A2Y2eo2rPs7MlMEPhKX11L8JF.jpg,6.1,Evgeny Lavrentiev,"Sibneft Company, Top Line Production, Creative association ""Camera"", Master Film, Cinema Directorate Studio"
Nothing but Life,2004,18,"Two East Indian men move to the United States and take work in Las Vegas, hoping to earn enough to move back home and live comfortably.",en,N/A,0,Rajiv Anchal,Golden Wings Studio
Passages,2004,18,Two students travel across rural China looking for some meaning to their lives.,zh,https://image.tmdb.org/t/p/w500/1d0SRktb7Suvg4mXnuEb65OApcd.jpg,7,Yang Chao,
In the Battlefields,2004,"18, 10752","Lina, a young girl in war-torn Beirut, finds an ally and friend in Sihan, her domineering aunt's maid. Sihan shows Lina what her life could be like, but tests the girl's limits when she asks her to help plot her escape from the city.",ar,https://image.tmdb.org/t/p/w500/3POu4OqdQWsznp65p2GVseBrQDT.jpg,5.8,Danielle Arbid,
The Wizard,2004,18,"A young man returns to differente people and places in his life, to repay favors once done and change the lives of those surrounding him, forever.",es,https://image.tmdb.org/t/p/w500/lbuuWjY0SLJJQxLszvutBlfmuKU.jpg,6,Jaime Aparicio,"Instituto Mexicano de Cinematografía, UNAM, Centro Universitario de Estudios Cinematográficos (CUEC)"
Mila from Mars,2004,18,"Fleeing an abusive relationship, Mila, a teen prostitute, finds herself in a border town, pregnant, alone, and, to her surprise, welcome. The remote village is on a marijuana plantation run by a group of elderly men and women. Not having known much kindness, she goes into emotional hiding, but by the time the baby is born she has a new life and love. Her past, however, is not far behind",bg,https://image.tmdb.org/t/p/w500/dqurmcVVX2GdTrXlbG6HXhExf8s.jpg,7,Zornitsa Sophia,"Doli Media Studio, Kirov Consult, All Things"
My Step Brother Frankenstein,2004,18,"One day Pavel, a young man wounded in the war, suddenly shows up at the home of a Moscow scientist name Krymov and claims to be his illegitimate son. Krymov denies this, but out of compassion he helps arrange a necessary operation for Pavel. Then certain things begin happening which suggest to Krymov that he may have a psychologically unstable fellow on his hands.",ru,https://image.tmdb.org/t/p/w500/7pdMfc5pC2EgHYyWiln9w1aJb4G.jpg,6.4,Valery Todorovsky,"Rekun - Cinema, Valery Todorovsky Production Company"
How to Keep My Love,2004,35,"Hyun-Ju is a woman in her late twenties who keeps waiting for her boyfriend–So-Hun, a professional exterminator–to pop the big question. Yet he doesn’t. We soon learn that he’s caught between the desires of two women and Hyun-Ju's rival is a popular movie star.",ko,https://image.tmdb.org/t/p/w500/cF2AJlnYybb010DpRgUkIBmmoBQ.jpg,5.4,Park Je-hyun,N/A
Ne quittez pas !,2004,"14, 35","Félix Mandel, an internationally renowned astrophysicist, is married with a four-year-old son and often has his head in the clouds.",fr,https://image.tmdb.org/t/p/w500/m3A8Lagi8UAajcUo43N3w7LVwBH.jpg,8,Arthur Joffé,"Sogécinéma 2, Les Films du Losange, France 3, La Région Île-de-France, CinéCinéma, CNC, Canal+, Auvergne-Rhône-Alpes Cinéma"
Answer Me,2004,18,"After the death of her husband Fausto, Stella decides to return to the house by the lake where she was born and where twenty years earlier she knew him, remaining conquered by the melancholy.",it,https://image.tmdb.org/t/p/w500/okSl59uzAQ24URfn5KyRrAUcwSW.jpg,0,Susanna Tamaro,Italian International Film
Romance of Their Own,2004,"28, 18, 10749","Han-kyung a rustic girl, comes to town to live with her mom. Attracted to her pure charm, the most popular guys Hae-won and Tae-sung come up to fight each other. But Tae- sung has a fatal secret not to love her. Their sad love triangle makes everyone cry.",ko,https://image.tmdb.org/t/p/w500/jNoxMf8rAu4rau6fkUkL4nWB3i3.jpg,6.3,Kim Tae-gyun,"Sidus, Showbox"
Everybody Has Secrets,2004,"35, 10749",A mysterious stranger seduces three sisters in this sensual romantic comedy from director Jang Hyeon-Su.,ko,https://image.tmdb.org/t/p/w500/iopUmfAbq1UlJeGhjZYSUxGLJ0H.jpg,5.9,Jang Hyeon-su,"Taewon Entertainment, Cinema Service"
Daddy,2004,18,"Based on A. Galych's play ""Matrosskaya Tishina"", ""Papa"" tells a story of a Jewish father who dreamed of seeing his son perform on a stage in front of huge audiences, he dreamed of seeing him as the greatest violinist of his time. To achieve the goal he taught his son Dodik how to play the violin from the yearly age. When Dodik grew up he left the small town he and his father lived in to study in the Moscow Conservatory leaving his past behind. But one day he has to choose either to loose his father or everything he has achieved.",ru,https://image.tmdb.org/t/p/w500/6OGMy8WnucKZYvGrHbyQQUXhQQc.jpg,6.3,Vladimir Mashkov,Profit
Police Force: An Inside Story,2004,"18, 80","Senior police officer Pandey is called in to train a new batch of trainee officers that the Indian police force wants to recruit. He does manages to induct some sense of fair-play in these officers and gets them assign to their place of duty; but these officers will find that there real life scenario are different and must deal with the world at large consisting of corrupt high-ranking police officers, dishonest politicians and gangsters. How they deal with them will shape their destinies.",hi,https://image.tmdb.org/t/p/w500/naOpwedKoEurggzpXzQ9CepVREi.jpg,5.3,N/A,
Santos Peregrinos,2004,35,"When greed comes calling, say goodbye to saintliness. An irresistible comedy about what happens when the residents of a Mexico City apartment building discover that three religious figurines passed down through the decades from Emiliano Zapata are full of solid gold. Tempers fly, libidos flare and no one emerges unscathed, including viewers overcome by a heavenly dose of hilarity in Santos Peregrinos.",es,https://image.tmdb.org/t/p/w500/kvHz4b20ZQRr6ciOHjtHsTQFKY3.jpg,6.5,Juan Carlos Carrasco,Tres Piedras Producciones
Kamikaze Girls,2004,35,"Momoko is an ordinary girl, living an ordinary life. Ordinary, that is, if you define ordinary as wearing elaborate lolita dresses from the Rococo period in 18th Century France. However, when punk girl and self-styled 'Yanki' Ichiko comes calling, her days as 'ordinary' are most certainly numbered...",ja,https://image.tmdb.org/t/p/w500/xKTjRM2le4giFMm7pFRGtrBmwDU.jpg,7,Tetsuya Nakashima,"Amuse Pictures, Hakuhodo DY Media Partners, Ogura Jimusyo Co., PARCO, Shogakukan, TOHO, TBS, Horipro, Tokyo FM"
Love Songs,2004,"35, 10749, 10402",Russian remake of a famous French movie.,ru,https://image.tmdb.org/t/p/w500/9dj7fhGDoAReMheBqyJ5iHrJHs2.jpg,1,Ivan Solovov,Mentor Cinema
Texas - Kabul,2004,99,"Helga Reidemeister portrays four women from Afghanistan-Jamila Mujahed, India-Arundhati Roy, Serbia-Stasa Zajovic and the USA-Sissy Farenthold, who demonstrate their opposition to nationalism and war.",de,https://image.tmdb.org/t/p/w500/9Lrg2YDXRXet0f9jXMFgqCEyuqj.jpg,0,Helga Reidemeister,
Throg,2004,,"Believing he's destined for greatness, an unlikely hero named Throg (Dana Lee) embarks on a wild adventure filled with Greek gods, Arthurian knights, certified loonies, nasty harpies, talking pigs, garbage collectors and one twisted forest dweller in this medieval fantasy spoof. Bungling his way through the centuries, the immortal Throg lurches along a path leading to an ultimate showdown with the bloodthirsty Urshag the Destroyer (Dennis Green).",en,https://image.tmdb.org/t/p/w500/8rM0mp0hemUH55ztS1d3BTHh2Hi.jpg,3,Matthew T. Power,
Tradition of Lover Killing,2004,18,A wood smuggler is arrested by the police. His family should pay the debts while he is in the prison.,en,https://image.tmdb.org/t/p/w500/iMXKy454VPpnfE3ShNU20JNVO3R.jpg,0,Khosro Masumi,
Uuf Kya Jadoo Mohobbat Hai,2004,"10749, 35","Pari and Yash fall in love with each other. However, her family strongly disapproves of her relationship with Yash. Yuvraj, Pari's childhood friend, attempts to create differences between the two.",hi,https://image.tmdb.org/t/p/w500/2Nz1gx57dd8Ftg2ybgaa5vmHuid.jpg,0,Manoj J. Bhatia,
Vaastu Shastra,2004,"9648, 27","A couple and their sister move to their new house with their young son, but soon discover that an old tree outside the house holds a strange curse which is haunting their house.",hi,https://image.tmdb.org/t/p/w500/uBAOfYXIXFRfA3buv2r9fXmd8xF.jpg,5.2,Saurab Narang,"K Sera Sera Limited, RGV Film Factory"
A Driver for Vera,2004,18,"The film is set during 1962 in Sevastopol, Crimea, then a secret Navy Base in the Soviet Union. General Serov hires Viktor, a cadet from the Kremlin Guard to work as his private chauffeur. In a jet-black ""ZIM"" limo, Viktor is chauffeuring the General's disabled daughter Vera. Viktor is oblivious to the hidden agenda of the KGB agent Saveliev, who manipulates everyone behind the scenes in the old rivalry between the Army and KGB.",ru,https://image.tmdb.org/t/p/w500/8mDjCHnnZrFSbDXc1ogdzmMZ0h2.jpg,6.366,Pavel Chukhray,"Prodyuserskaya Firma Igorya Tolstunova, Channel 1+1, Channel One"
Go for Zucker,2004,35,Germany director Dani Levy filmed this comedy about Jewish life in today’s Germany along side the familiar east-west conflict. With it great success this film is a joyful comedy of humor and knowledge.,de,https://image.tmdb.org/t/p/w500/sDAVHwXZI3yMSBOqjZGtiEyfhQt.jpg,6.3,Dani Levy,"WDR, BR, ARTE, X Filme Creative Pool, ARD"
Adavi Ramudu,2004,,"Madhu comes to a village in childhood here she taught a boy and tells him to be educated person.10 years later the boy Ramadu(Prabhas) returns to the college,here he meets college most wanted sexiest woman Madhu(Aarthi Aggarwal).Madhu gots into love with him.Later she reveals in her birthday party that she was the childhood girl who told him to be educated person.However Madhu mother Tribhuvna(Telangana Shakuntala) insults him and through out of her party and house.Tribhuvna is a hot minded woman who can do whatever she wants either Mafia or Politics.She want kill ramadu.What happens then is rest of movie",te,https://image.tmdb.org/t/p/w500/hyFMf4CVCfxUfSqW788j6nQR9Lq.jpg,5.2,B. Gopal,
Akale,2004,18,Margaret's dream of getting her differently abled daughter married shatters when she finds that the boy she chooses for her is engaged to someone else.,ml,https://image.tmdb.org/t/p/w500/uAnUsMQq4ZSNZYncUoYOK7WmZ4N.jpg,8,Shyamaprasad,"Kolath Films, INC."
Alexandria... New York,2004,18,"An enthralling look at the relationship between America and the Arab World from an Arab perspective. It tells the story of Yehia, a renowned Egyptian filmmaker whose life has been shaped by a pair of disrupted love affairs, one with an American woman named Ginger, the other with America itself.",ar,https://image.tmdb.org/t/p/w500/5BAJWb6nFfFNoD33YACb9CEaasW.jpg,6.6,Youssef Chahine,
Aliénations,2004,99,A chronicle of the everyday life in Constantine's psychiatric hospital.,ar,https://image.tmdb.org/t/p/w500/fGxcIf2XJ2yFFDfwyKCxgLZMJKP.jpg,0,Malek Bensmaïl,"France 5, TSR"
Anna's Eve,2004,27,"A caring social worker stumbles upon a child's murder and experiences a nervous breakdown. Then, scary, crazy things start happening.",en,https://image.tmdb.org/t/p/w500/wcRw3jbahL6yi4v6Zi0EmrOmOcs.jpg,3,Kantz,Desert Lotus Films
Aquí soy José,2004,99,"Joseph Morder returns to Guayaquil, Ecuador, 40 years later, returns to be José and meets his past.",en,https://image.tmdb.org/t/p/w500/caop3h1mxpgpt4Mw2hZeJmcl2ZH.jpg,0,Fernando Mieles,
The Year of the Tick,2004,35,,es,https://image.tmdb.org/t/p/w500/ulaOhm65YA6J9oJUXfXvqzsjNZS.jpg,5,Jorge Coira,
Searching For Freedom,2005,18,"The film revolves around three Arab girls who travel to France, in search of the freedom they lost in the Arab countries from which they came, each in their own way.",ar,https://image.tmdb.org/t/p/w500/aiTK1NT16aJInOpR7eGF33vLfi3.jpg,2,Inas El Degheidy,
Fighter in the Wind,2004,"28, 18","An account of karate competitor Choi Yeung-Eui who went to Japan after World War II to become a fighter pilot but found a very different path instead. He changed his name to Masutatsu Oyama and went across the country, defeating martial artists one after another. This film concentrates on the period when he is still young, and developing his famous karate style, Kyokushin.",ko,https://image.tmdb.org/t/p/w500/tp4YiskOE7aciwfPomXuruGfxnY.jpg,7.148,Yun-ho Yang,"Chungeorahm Film, iVision Entertainment"
Tea-Horse Road Series: Delamu,2004,99,"This film is a record of the Tea-Horse Road, the caravans of the Nujiang River Valley, and the aboriginal peoples who live there -- Mm. Ding who has a family with 15 members speaking 6 languages, a pastor who was jailed for 15 years for his believing, a 104 years old lady who walks through 3 centuries, a village head whose wife run away, a caravan who shares one wife with his elder brother, a young lama in the Buddhist temple who feels lonely sometimes, a 82 years old caravan leader whose story is a legend of the Tibetan caravans¡­ Written by BDI Films Inc.",zh,https://image.tmdb.org/t/p/w500/jX4LAtbyAS4TeQ0vDkG1zFBs2Qc.jpg,6.5,Tian Zhuangzhuang,
The Crop,2004,35,"The Crop, set in the early '80s, is about a larrikin nightclub owner, Ronnie (Blade) Gillette, and his barmaid girlfriend Geraldine. Two months after random breath testing has been introduced, Blade realises he's going broke. Afraid of driving under the influence, his customers are not buying his grog-they're going out to the carpark to smoke dope. Like any good businessman, Blade decides he needs a strategy. He decides to grow some dope as a way out of his financial hole. Diversify and expand-beauty!",en,https://image.tmdb.org/t/p/w500/b98PlP9g2Mo5kZghoUDuYfxV2y8.jpg,3.8,N/A,
